"id","name","url","category","ingredients","steps"
"107560197","红烧土豆片","https://www.xiachufang.com/recipe/107560197/","红烧","","土豆削皮，切片厚度跟硬币差不多，也不用太薄冲洗干净表面的淀粉，不炒那么快的话用水泡着 | 五花肉切薄片，放点盐油腌一下 | 准备配料 | 热锅下一点油，放入五花肉中火慢慢煸香煸出油 | 变成这样子倒出备用油留锅里炒土豆 | 用煸出来的油，倒入土豆片中火慢慢把土豆炒至没有白芯，筷子可轻易戳破土豆片盛出备用，油在锅里 | 热锅，导入配菜炒香再倒入五花肉翻炒均匀 | 倒入土豆片再加入一勺生抽，半勺盐调味，加一点老抽上色轻轻炒至洋葱熟即可盛出 | 土豆片又粉又香，微辣下饭连煸出来的五花肉都特别香"
"106403214","可乐鸡翅","https://www.xiachufang.com/recipe/106403214/","家常菜","","鸡翅改刀比较入味 | 先焯水，去腥和血沫 | 料酒去腥 | 下鸡翅帮它们洗个澡 | 洗干净出锅 | 不想吃太油的不要放那么多油 | 把鸡翅全部煎一下 | 煎成稍微有些黄就可以了，比较香 | 放一勺生抽 | 放一勺蚝油 | 放老抽上色 | 蒜姜适量，去腥 | 可乐适量，根据个人口味放 | 焖上15到20分钟 | 炖好啦，颜色是不是很漂亮 | 撒点芝麻，好看又增香 | 配上大米饭完美"
"107499146","十六款家常拌面","https://www.xiachufang.com/recipe/107499146/","面条","","热干面🍜 | 炸酱面🍜 | 番茄🍅肉酱拌面🍜 | 香菇🍄‍🟫肉酱拌面🍜 | 鸡丝凉面🍜 | 糖醋凉面 | 剁椒拌面🍜 | 飘香拌面🍜 | 酸辣拌面🍜 | 烧椒牛肉拌面🍜 | 火腿炒鸡蛋🥚拌面🍜 | 虾仁🍤火腿拌面🍜 | 孜然土豆🥔火腿拌面🍜 | 油泼面 | 麻酱拌面🍜 | 麻酱酸汤面🍜 | 麻酱酸汤面🍜 | 麻酱拌宽粉 | 麻酱流汁宽粉 | 榨菜麻酱拌面🍜 | 麻酱包子酸汤面🍜 | 酸辣粉 | 酸辣拌粉丝 | 辣酱拌粉丝 | 菠菜拌粉丝 | 流汁土豆🥔粉 | 蚝油拌面🍜"
"106397717","❗拿肉都不换的手撕包菜，5分钟快手家常菜🔥","https://www.xiachufang.com/recipe/106397717/","快手菜","","包菜撕小块，大蒜切末，干辣椒对半剪。 | 调一碗调酱汁：1勺生抽、2勺醋、1勺耗油、1勺白糖、少许盐和鸡精，搅拌均匀备用。 | 油锅预热，调小火下蒜末和干辣椒，翻炒片刻，立刻下包菜，炒至包菜稍微变软，至半透明状时，倒入酱汁，大火快速翻炒均匀就可以啦！ | 是不是超级简单?"
"106767601","低脂凉拌肥牛","https://www.xiachufang.com/recipe/106767601/","快手菜","","准备大蒜、青红辣椒切碎，芝麻，辣椒面 | 热油浇上去爆香 | 加3勺生抽 | 2勺醋 | 1勺蚝油 | 搅拌均匀备用 | 肥牛焯水 | 煮熟后捞出 | 加香菜，淋上调好的凉拌汁 | 拌匀即可食用！"
"107324415","各种豆浆奶昔米糊","https://www.xiachufang.com/recipe/107324415/","豆浆","","👍600mL清水总共放36g料就行，自测黄豆12-18g（占比1/3到一半）最佳然后我还加了一把冰糖 | 浓豆浆👍 | 👍 | 👍 | 黑芝麻燕麦奶香蕉1根燕麦25g黑芝麻25g | 杏仁山药奶👍 感觉可以加500-600mL的水，看喜欢浓一点还是稀一点。不需要豆浆模式，杏仁露模式就行，三分钟搞定。记得加冰糖 | 山药50g薏米20g黄豆30g小米15g | 香蕉半根燕麦片黑芝麻牛奶视频里完全没提比例，这不啥也没说，等我有空打来测试下 |  | 芝麻糊黑芝麻20g糯米20g山药一根红枣6颗冰糖适量清水600mL豆浆模式 热饮 |  |  |  |  | 七白饮山药10g杏仁20g百合10g茯苓5g莲子10g糯米10g银耳3g永远凑不齐食材的一款"
"107044155","吃了十几年的配方❗️每次做这至少吃2碗","https://www.xiachufang.com/recipe/107044155/","菜谱","","🌿🌿食材：猪肉末200g，番茄2个，葱，姜 ✅✅肉末选带五花的，有肥有瘦吃着香🌿🌿做法：1️⃣油热放葱姜末炒香，倒入肉末炒至变色炒香，接着倒入去皮切好的番茄丁，炒出番茄汁2️⃣调味加一勺料酒➕一勺生抽➕一勺蚝油➕盐 白糖 胡椒粉少许➕两勺番茄酱 翻炒均匀后，加水淀粉勾芡，煮至浓稠即可关火 3️⃣锅中水开下面条煮熟捞入碗中，铺上炒好的肉酱，撒点葱花，拌匀即可开吃咯✌️ | 步骤文案如上图⬆️ | 酱香浓郁 | 孩子们特爱吃"
"107399118","发面葱油酥饼","https://www.xiachufang.com/recipe/107399118/","饼","","1300g面粉中加入3g酵母10g玉米油，加入170g清水揉成面团醒发至两倍大。发面的过程做油酥，碗中准备70g面粉3g椒盐，锅中倒入50g玉米油，油热下入适量葱白末炸香，然后把葱油倒入面粉碗中拌匀。 | 晾凉后加入适量葱绿拌匀，揉成6个小圆球。发酵后的面团轻柔排气，均分成6等份。取一个面团包裹一个葱油酥，擀成长方形，两边对折起来。 | 再擀成长条状从一端卷起来，卷起后收口捏紧，从中间切成两半，切口处向上擀成牛舌状。锅内刷油，放入葱油饼，煎至两面金黄即可。 | 酥到掉渣渣的葱油饼值得去做一次，毫不夸张整个屋子都是香的。"
"107157495","夏日开胃小凉菜“皮蛋拌黄瓜🥒”开胃减脂","https://www.xiachufang.com/recipe/107157495/","凉菜","","✎食材：黄瓜🥒｜皮蛋｜蒜末｜辣椒粉｜白芝麻｜青椒｜小米辣🌶️｜香菜 | ·👩‍🍳做法：❶碗中加蒜末、辣椒粉、白芝麻、青椒、小米辣淋热油爆香；❷➕2勺生抽➕2勺陈醋➕1勺蚝油➕少许盐、白糖icon，搅匀；❸黄瓜🥒切段，皮蛋🥚切小块，放碗中，放香菜淋入料汁，拌匀开吃。 | 最简单的家常菜，最抚慰人❤"
"107567366","一口上瘾！百搭开胃小菜｜腌黄瓜🥒➕酱鸡蛋🥚","https://www.xiachufang.com/recipe/107567366/","凉菜","","①👉先来切个蓑衣黄瓜：拿两根筷子，垫在黄瓜下面，这样怎么切都不会断啦✌🏻️ | 把菜刀这样垂直的下刀切黄瓜，刀跟黄瓜呈90度角，刀切到筷子那就可以停了，然后接着切下一刀，一直切完 | 一面切完后把黄瓜翻面，没有切到的那面朝上，这次斜着切，一刀接一刀，一直将整条黄瓜切完 | 很漂亮的蓑衣黄瓜就切好了✔ | 把蓑衣黄瓜切小段 | 放入1勺白糖拌匀（放糖或盐腌制都可以让黄瓜出水，口感更紧实～因为后面还要再泡酱料，用糖腌的吃起来不会过咸） | 压上重物腌制一会 | 黄瓜腌制出水后挤掉多余的水分，这样吃起来会更紧实爽脆 | ②👉煮鸡蛋：水煮开后放入鸡蛋，煮6-8分钟⏰6分钟：蛋清凝固，蛋黄中心仍然是半流动状态8分钟：鸡蛋全熟透，适合喜欢完全熟蛋的人 | 煮好的鸡蛋立即冲冷水降温 | 将蛋壳剥掉待用 | ③👉准备酱料：大葱末、蒜末、小米辣能丰富酱料的辛香风味 | 加入酱油（我用生抽+老抽调配颜色），白糖、香油、熟白芝麻~✨调味料可以根据自己口味调整✔ | 倒入凉白开稀释，拌匀即可~ | ④👉浸泡:将黄瓜🥒和剥壳的鸡蛋🥚，放入酱料中密封冷藏腌制入味（黄瓜腌1小时左右就可以拿出来吃~鸡蛋入味需要的时间更久一些，最好是放隔夜） | ✨这样制作的酱鸡蛋，香气浓郁，口感Q弹，超有滋味！一口就上瘾😍🥒腌黄瓜特别爽脆入味，比酱瓜好吃😋你也喜欢这样的夏日小菜吗？"
